Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_4119,FRIED PEPITA 900gms RISENO,5031,Botanas,Producción,Procesadora,KG
Item_4120,NAKED PAMA NEPITA,8010,Pepita,Semillas,Venta,KG
Item_4121,DEHYDRATED PAREGIL,3090,Especia S/C,Especias,Venta,KG
Item_4122,DRIED FISH FLAG-catfish,7004,Pescado,Productos del Mar,Venta,KG
Item_4123,CURVINA DRIED FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4124,PESC-003NoHab,7004,Pescado,Productos del Mar,Venta,KG
Item_4125,PESC-004NoHab,7004,Pescado,Productos del Mar,Venta,KG
Item_4126,DRIED FISH PICUDA,7004,Pescado,Productos del Mar,Venta,KG
Item_4127,POPOCHA DRIED FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4128,DRY FISH ROBALO CHICO,7004,Pescado,Productos del Mar,Venta,KG
Item_4129,LIZA FISH from ARPILLA,7004,Pescado,Productos del Mar,Venta,KG
Item_4130,LARGE BASS FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4131,Snapper fish,7004,Pescado,Productos del Mar,Venta,KG
Item_4132,EEL FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4133,FRESH SHARK PROCESS,7004,Pescado,Productos del Mar,Venta,KG
Item_4134,DARK PILONCILLO,1210,Piloncillos,Abarrotes,Venta,KG
Item_4135,COMMERCIAL PILONCILLO,1210,Piloncillos,Abarrotes,Venta,KG
Item_4136,CLEAR PILONCILLO,1210,Piloncillos,Abarrotes,Venta,KG
Item_4137,WHITE PILONCILLO,1210,Piloncillos,Abarrotes,Venta,KG
Item_4138,PILONCILLO PIRINOLA,1210,Piloncillos,Abarrotes,Venta,KG
Item_4139,PILONCILLO DARK CAP,1210,Piloncillos,Abarrotes,Venta,KG
Item_4140,PILONCILLO CLEAR CAP,1210,Piloncillos,Abarrotes,Venta,KG
Item_4141,PILONCILLO COMMERCIAL CAP,1210,Piloncillos,Abarrotes,Venta,KG
Item_4142,PILONCILLO WHITE CAP,1210,Piloncillos,Abarrotes,Venta,KG
Item_4143,PILONCILLO IN BULK,1210,Piloncillos,Abarrotes,Venta,KG
Item_4144,RED PEPPER,5004,Especias M,Producción,BProceso,KG
Item_4145,ORANGE PEPPER,5004,Especias M,Producción,BProceso,KG
Item_4146,WHOLE WHITE PEPPER,3008,Pimienta,Especias,Venta,KG
Item_4147,GROUND WHITE PEPPER,5004,Especias M,Producción,Procesadora,KG
Item_4148,WHOLE FALL PEPPER B-50K,3008,Pimienta,Especias,Venta,KG
Item_4149,GROUND PEPPER,5004,Especias M,Producción,BProceso,KG
Item_4150,WHOLE SMALL BLACK PEPPER,3008,Pimienta,Especias,Venta,KG
Item_4151,SMALL GROUND BLACK PEPPER,5004,Especias M,Producción,BProceso,KG
Item_4152,RED PEPPER,3008,Pimienta,Especias,Venta,KG
Item_4153,GREEN PEPPER,3008,Pimienta,Especias,Venta,KG
Item_4154,EXTRA GROUND WHITE PEPPER,5004,Especias M,Producción,BProceso,KG
Item_4155,do not use,5004,Especias M,Producción,Procesadora,KG
Item_4156,FALL PEPPER STRIP 30 PCS,3008,Pimienta,Especias,Venta,PZ
Item_4157,BRUSHED PEPPER PACKAGING,5004,Especias M,Producción,Procesadora,KG
Item_4158,PURE GROUND SMALL PEPPER,5004,Especias M,Producción,Procesadora,KG
Item_4159,WHITE PEPPER BUTTER,3008,Pimienta,Especias,Venta,KG
Item_4160,BRUSHED BLACK PEPPER B/25K,5004,Especias M,Producción,Procesadora,KG
Item_4161,PURE GROUND PEPPER 25K,5004,Especias M,Producción,Procesadora,KG
Item_4162,FIRST PINGUICA,8011,Pinguica,Semillas,Venta,KG
Item_4163,PINON BLANCO JUMBO LARGE,4008,Pinon,Frutas Secas,Venta,KG
Item_4164,MEDIUM WHITE PINON,4008,Pinon,Frutas Secas,Venta,KG
Item_4165,BOY WHITE PINON c-25k,4008,Pinon,Frutas Secas,Venta,KG
Item_4166,PINON WITH SHELL,4008,Pinon,Frutas Secas,Venta,KG
Item_4167,PINON WITH CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_4168,PINON ANTERIOR PINK R,4008,Pinon,Frutas Secas,Venta,KG
Item_4169,PINON PINK C-10K,4008,Pinon,Frutas Secas,Venta,KG
Item_4170,ROTTEN PINON,4008,Pinon,Frutas Secas,Venta,KG
Item_4171,PENON PELADILLA,5030,Dulces,Producción,Procesadora,KG
Item_4172,CANDIED PINON W/CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_4173,PINON ROSA B/100gms  CAJA 4Kg,1301,Empacados,Abarrotes,Venta,KG
Item_4174,PIPIAN DON PANCHO 5KG,3055,Moles DP,Especias,Venta,KG
Item_4175,PIPIAN DON PANCHO 10 KG,3055,Moles DP,Especias,Venta,KG
Item_4176,SHAH ROASTED PISTACHIE 10KG,4009,Pistaches,Frutas Secas,Venta,KG
Item_4177,RAW PISTACHE W/C 11.34KG,4009,Pistaches,Frutas Secas,Venta,KG
Item_4178,RAW PEELED PISTACHIE 11.34K,4009,Pistaches,Frutas Secas,Venta,KG
Item_4179,TOASTED NAKED PISTACHIS w/10k,4009,Pistaches,Frutas Secas,Venta,KG
Item_4180,PISTACHIE WITH CHILI AND GARLIC,5031,Botanas,Producción,IProceso,KG
Item_4181,TOASTED NAKED PISTACHIO C/S,4009,Pistaches,Frutas Secas,Venta,KG
Item_4182,PIST-007NoHab,4009,Pistaches,Frutas Secas,Venta,KG
Item_4183,PISTACHE SANTA ROSA C/10KG,4009,Pistaches,Frutas Secas,Venta,KG
Item_4184,CANDIED PISTACHIE 10 KG,5030,Dulces,Producción,Procesadora,KG
Item_4185,PIST-011NoHab,4009,Pistaches,Frutas Secas,Venta,KG
Item_4186,PIST-012NoHab,4009,Pistaches,Frutas Secas,Venta,PZ
Item_4187,ENCHILADO PISTACHE,5031,Botanas,Producción,BProceso,KG
Item_4188,PISTACHE MR. PISTACHIO,4009,Pistaches,Frutas Secas,Venta,KG
Item_4189,PISTACHIO MIX,4009,Pistaches,Frutas Secas,Venta,KG
Item_4190,CHOPPED Pistachios,4009,Pistaches,Frutas Secas,Venta,KG
Item_4191,ENCHILADO PISTACHE 50 GRS,1301,Empacados,Abarrotes,Venta,PZ
Item_4192,PISTACHE ENCHILADO ACIDUL 10K,5031,Botanas,Producción,Procesadora,KG
Item_4193,PISTACHE C/C MAQ C/11.34kg,5031,Botanas,Producción,Procesadora,KG
Item_4194,MALE BANANA PROCESS,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4195,ENCHILADO BANANA,5031,Botanas,Producción,Procesadora,KG
Item_4196,NATURAL PLATAN,4006,Deshidratadas,Frutas Secas,Venta,KG
Item_4197,NIGHTINGALE T-SHIRT,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4198,SELF-SERVICE PLAY,1605,[M] Comp Empaques,Abarrotes,Empaques,KG
Item_4199,PLAYO 30X600 WORLD C/6PZ,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_4200,POLAND C/25K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4201,PRINTER PAPAEL TERMICO C-24pz,1902,[M] Papelería,Abarrotes,Materiales,PZ
Item_4202,THERMAL PAPEL 3INCX 20MTS,1902,[M] Papelería,Abarrotes,Materiales,PZ
Item_4203,PRODUCTS IN BAD CONDITION,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_4204,SALE OTHER PRODUCTS,1906,No,Abarrotes,No,PZ
Item_4205,PROTEINA VEGETAL PVH,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4206,QUINOA,8022,Quinoa,Semillas,Venta,KG
Item_4207,RED QUINOA B/25K,8022,Quinoa,Semillas,Venta,KG
Item_4208,BLACK QUINOA B/25K,8022,Quinoa,Semillas,Venta,KG
Item_4209,RAFFIA TO SEW PACKAGES,1605,[M] Comp Empaques,Abarrotes,Empaques,KG
Item_4210,ANTIFREEZE COOLANT,1905,[R] Insumo Auto,Abarrotes,Gasto,PZ
Item_4211,DISEL OIL,1905,[R] Insumo Auto,Abarrotes,Gasto,PZ
Item_4212,ACCEPT BOTTLES,1905,[R] Insumo Auto,Abarrotes,Gasto,PZ
Item_4213,BRAKE FLUID,1905,[R] Insumo Auto,Abarrotes,Gasto,PZ
Item_4214,GAL-5L TRANSMISSION OIL,1905,[R] Insumo Auto,Abarrotes,Gasto,GAL
Item_4215,GIFT WATCH,1901,[M] Promocionales,Abarrotes,Materiales,PZ
Item_4216,CONTINUOUS FORMS REFERRALS,1902,[M] Papelería,Abarrotes,Materiales,PZ
Item_4217,ROMPOPE SANTA CLARA 1 LT,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_4218,RON,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_4219,do not use key,1218,Royal,Abarrotes,Venta,PZ
Item_4220,DO NOT USE,1218,Royal,Abarrotes,Venta,PZ
Item_4221,DO NOT USE,1218,Royal,Abarrotes,Venta,KG
Item_4222,DO NOT USE,1218,Royal,Abarrotes,Venta,PZ
Item_4223,ROYAL PENSILVANIA C/20KG,1218,Royal,Abarrotes,Venta,KG
Item_4224,PALM BAKING POWDER,1218,Royal,Abarrotes,Venta,KG
Item_4225,ROYAL SPAUDA 15KG,1218,Royal,Abarrotes,Venta,KG
Item_4226,ROYAL KOCI B/20K,1218,Royal,Abarrotes,Venta,KG
Item_4227,NATURAL STRAWBERRY FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4228,NATURAL WALNUT FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4229,LIQUID CHOCOLATE FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4230,LEMON FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4231,CHAMOY FLAVORING,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4232,PINEAPPLE LIQUID FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4233,MANGO FLAVOR FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4234,SOURSOP FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4235,WATERMELON FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4236,GRAPE LIQUID FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4237,CURRENT FLAVOR FLAVORING,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4238,TAMARIND FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4239,BLUEBERRY FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4240,RASPBERRY FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4241,SAL PRAGA 40k,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4242,NATURAL FINE SALT 50K PROCESS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4243,GRAIN SALT FOR PROCESS,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4244,REFINED SALT,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4245,YUCATECAN RED SAUCE 120ML,1211,Salsas,Abarrotes,Venta,PZ
Item_4246,YUCATECA GREEN SAUCE 120 ML,1211,Salsas,Abarrotes,Venta,PZ
Item_4247,SALSA VERDE MERIDA 120ML,1211,Salsas,Abarrotes,Venta,PZ
Item_4248,MERIDA RED SAUCE 120 ML,1211,Salsas,Abarrotes,Venta,PZ
Item_4249,VERMEX HABANERA SAUCE 24/150ML,1211,Salsas,Abarrotes,Venta,PZ
Item_4250,RED VERMEX HABANERA SAUCE,1211,Salsas,Abarrotes,Venta,PZ
Item_4251,GREEN VERMEX HABANERA SAUCE,1211,Salsas,Abarrotes,Venta,PZ
Item_4252,ANITA HABANERA GREEN SAUCE 120M,1211,Salsas,Abarrotes,Venta,PZ
Item_4253,ANITA HABANERA RED SAUCE 120M,1211,Salsas,Abarrotes,Venta,PZ
Item_4254,SALVADO NATURAL GRANE'L,1203,Granolas,Abarrotes,Venta,KG
Item_4255,SALV-002NoHab,1203,Granolas,Abarrotes,Venta,KG
Item_4256,BAKED BRAN 500gms c/30pz,1203,Granolas,Abarrotes,Venta,KG
Item_4257,BULK BAKED BRAN,1203,Granolas,Abarrotes,Venta,KG
Item_4258,TRUCK SEALS,1605,[M] Comp Empaques,Abarrotes,Empaques,KG
Item_4259,VARIOUS CHILI SEEDS,2500,Mermas chile,Chiles Secos,BProceso,KG
Item_4260,PURE GROUND CHILI SEED,5003,Chiles M,Producción,Procesadora,KG
Item_4261,SEMOLA SEED,8017,Semola,Semillas,Venta,KG
Item_4262,TEXTURED SABROSOYA B/15k,1202,Soya,Abarrotes,Venta,KG
Item_4263,SOY MILK WITH NAT XILOU,1202,Soya,Abarrotes,Venta,PZ
Item_4264,SOYA-003NoHab,1202,Soya,Abarrotes,Venta,PZ
Item_4265,SOY BEEF,1202,Soya,Abarrotes,Venta,PZ
Item_4266,SHADOW-005NoHab,1202,Soya,Abarrotes,Venta,KG
Item_4267,SILVER SOY MILK c/18K,1202,Soya,Abarrotes,Venta,KG
Item_4268,SOYAREL,1202,Soya,Abarrotes,Venta,PZ
Item_4269,CHOCOLATE SOY MILK,1202,Soya,Abarrotes,Venta,PZ
Item_4270,VANILLA SOY MILK,1202,Soya,Abarrotes,Venta,PZ
Item_4271,STRAWBERRY SOY MILK,1202,Soya,Abarrotes,Venta,PZ
Item_4272,RED SOY TEXT SABROSOYA,1202,Soya,Abarrotes,Venta,KG
Item_4273,SABROSOYA CHICKEN SOY,1202,Soya,Abarrotes,Venta,KG
Item_4274,SABROSOYA BEEF SOYA,1202,Soya,Abarrotes,Venta,KG
Item_4275,SOYA FLOUR,1202,Soya,Abarrotes,Venta,KG
Item_4276,LECHE SOYANITT 1K C/10K,1202,Soya,Abarrotes,Venta,KG
Item_4277,ALPI MIX BEDIDA 500g C/20k,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_4278,SILYUM SEED,3020,Silyum,Especias,Venta,KG
Item_4279,AVAILABLE,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4280,BULK TAMARIND,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4281,SUPER PACIFIC TAMARIND,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4282,TAMA-002.NoHab,4010,Tamarindo,Frutas Secas,Venta,
Item_4283,TAMARIND PULP,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4284,"TAMARIND EAT ""EGG BOX""",4010,Tamarindo,Frutas Secas,Venta,KG
Item_4285,TAMA-005NoHab,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4286,CHILE TAMARIND PULP,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4287,EXTRA SELECTED TAMARIND,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4288,TAMA-008NoHab,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4289,TAMARIND SHELL,1502,[M] Base,Abarrotes,Base,KG
Item_4290,TAMARIND FIRST SELECTED BOX,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4291,SELECTED RED BOX TAMARIND,4010,Tamarindo,Frutas Secas,Venta,KG
Item_4292,TAMARIND PULP YIELDING,4010,Tamarindo,Frutas Secas,Venta,PZ
Item_4293,LIDS FOR WHITE BUCKETS,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_4294,TAPIOCA BULTO 25 KG,8018,Tapioca,Semillas,Venta,KG
Item_4295,PALLETS,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_4296,TIRA-001NoHab,3008,Pimienta,Especias,Venta,PZ
Item_4297,STRIP-002NoHab,3002,Canela,Especias,Venta,PZ
Item_4298,TIRA-003NoHab,5007,Molidos,Producción,Procesadora,PZ
Item_4299,TIRA-004NoHab,3008,Pimienta,Especias,Venta,PZ
Item_4300,TIRA-005NoHab,5007,Molidos,Producción,Procesadora,PZ
Item_4301,TIRA-006NoHab,3002,Canela,Especias,Venta,PZ
Item_4302,TIRA-007NoHab,3002,Canela,Especias,Venta,PZ
Item_4303,WHOLE THYME,3009,Tomillo,Especias,Venta,KG
Item_4304,GROUND THYME,5004,Especias M,Producción,Procesadora,KG
Item_4305,PURE GROUND THYME B/25K,5004,Especias M,Producción,Procesadora,KG
Item_4306,MARVEL MULTIVITAMIN TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4307,MARVEL IRON TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4308,MARVEL TONIC FOR SINGING,1222,Aves,Abarrotes,Venta,PZ
Item_4309,MARVELROJO TONIC ESPEC.,1222,Aves,Abarrotes,Venta,PZ
Item_4310,MARVEL ANTIDIARRHEIC TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4311,MARVEL POSTURE TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4312,MARVEL COD LIVER TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4313,MARVEL POLVO INSECT TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4314,MARVEL COMPLEMEN PLUMA TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4315,TONI-010NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4316,TONI-011NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4317,TONI-012NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4318,TONI-013NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4319,TONI-014NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4320,TONI-015NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4321,TONI-016NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4322,TONI-017NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4323,TONI-018NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4324,TONI-019NoHab,1222,Aves,Abarrotes,Venta,PZ
Item_4325,DO NOT USE,1222,Aves,Abarrotes,Venta,KG
Item_4326,CORUC TONER,1222,Aves,Abarrotes,Venta,PZ
Item_4327,ALEGRIA MULTIVITAMIN TONIC,1222,Aves,Abarrotes,Venta,PZ
Item_4328,TORTILLAS FOR PROCESS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4329,FRIED TOTOPOS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4330,WHOLE WHEAT,1203,Granolas,Abarrotes,Venta,KG
Item_4331,TRIG-001NoHab,1203,Granolas,Abarrotes,Venta,KG
Item_4332,PLUFFED WHEAT,1203,Granolas,Abarrotes,Venta,KG
Item_4333,BROKEN WHEAT,1203,Granolas,Abarrotes,Venta,KG
Item_4334,CASTLE VANILLA 120 ML C/50,1207,Vainilla,Abarrotes,Venta,PZ
Item_4335,CASTLE VANILLA 250 ML C/50,1207,Vainilla,Abarrotes,Venta,PZ
Item_4336,CASTLE VANILLA 500 ML C/18,1207,Vainilla,Abarrotes,Venta,PZ
Item_4337,CASTLE VANILLA 1 LT C/15,1207,Vainilla,Abarrotes,Venta,PZ
Item_4338,CASTLE VANILLA 4 LT C/4,1207,Vainilla,Abarrotes,Venta,PZ
Item_4339,WITH VAIN I DON'T VAIN,1207,Vainilla,Abarrotes,Venta,KG
Item_4340,PALM VANILLA 125 ML C/70,1207,Vainilla,Abarrotes,Venta,PZ
Item_4341,PALM VANILLA 250 ML C/40,1207,Vainilla,Abarrotes,Venta,PZ
Item_4342,PALM VANILLA 500 ML C/24,1207,Vainilla,Abarrotes,Venta,PZ
Item_4343,VANILLA PALMA 1 LT C/12,1207,Vainilla,Abarrotes,Venta,PZ
Item_4344,VANILLA PALMA 4 LT C/4,1207,Vainilla,Abarrotes,Venta,PZ
Item_4345,CASTELLS CONCENTRATED VANILLA,1207,Vainilla,Abarrotes,Venta,PZ
Item_4346,VANILLA STRIP 125 ML,1207,Vainilla,Abarrotes,Venta,PZ
Item_4347,VANILLA POD TUBE C5pz,1207,Vainilla,Abarrotes,Venta,PZ
Item_4348,VAINILLINA,1503,[M] Aditivos,Abarrotes,Materiales,KG
Item_4349,SAN SALVADOR VANILLA 1L,1207,Vainilla,Abarrotes,Venta,PZ
Item_4350,LA PALMA VANILLA 50ML,1207,Vainilla,Abarrotes,Venta,PZ
Item_4351,WHITE VINEGAR 4 LT,1209,Vinagres,Abarrotes,Venta,PZ
Item_4352,WHITE VINEGAR 750 ML,1209,Vinagres,Abarrotes,Venta,PZ
Item_4353,VINAGRE COLOR 4 LT C/6pz,1209,Vinagres,Abarrotes,Venta,PZ
Item_4354,COLORED VINEGAR 750 ML,1209,Vinagres,Abarrotes,Venta,PZ
Item_4355,APPLE VINEGAR 4 LT,1209,Vinagres,Abarrotes,Venta,PZ
Item_4356,APPLE VINEGAR 750 ML,1209,Vinagres,Abarrotes,Venta,PZ
Item_4357,GRAPE VINEGAR 750ML,1209,Vinagres,Abarrotes,Venta,PZ
Item_4358,COLOR VINEGAR 4 LT JEWEL,1209,Vinagres,Abarrotes,Venta,PZ
Item_4359,vinegar,1209,Vinagres,Abarrotes,Venta,PZ
Item_4360,VITROLER WITH LID P/CITY,1604,[M] Empaques,Abarrotes,Empaques,PZ
Item_4361,Vitrolero Octagonal C/Tapa,1604,[M] Empaques,Abarrotes,Empaques,PZ
Item_4362,Round Vitrolero C/Lid,1604,[M] Empaques,Abarrotes,Empaques,PZ
Item_4363,STEERING WHEEL FOR RIFA,1901,[M] Promocionales,Abarrotes,Materiales,PZ
Item_4364,ESCUINAPA GRANDE WITHOUT/CAB,7002,Camaron,Productos del Mar,Venta,KG
Item_4365,SALVADO XILOU NAT PTE B/30KG,1203,Granolas,Abarrotes,Venta,KG
Item_4366,GDE 8k DROP RUBBER,5030,Dulces,Producción,Procesadora,KG
Item_4367,GRANOLA GOURMET 500g,1203,Granolas,Abarrotes,Venta,PZ
Item_4368,SAN PEDRO PIÑA COLADA SYRUP,1206,Jarabes concentrados,Abarrotes,Venta,PZ
Item_4369,10K CEREAL MIX,5033,Mix Frutas,Producción,Venta,KG
Item_4370,PLUM 30/40 PONELESS 10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_4371,RUMX OLIVE OIL GALLON 4PZ 5L,1103,Aceites,Abarrotes,Venta,PZ
Item_4372,DEHYDRATED USA CHERRY 13.6k,4001,Cerezas,Frutas Secas,Venta,KG
Item_4373,COFIA RUIMEX,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4374,GRANOLA GRANITE C/25K,1203,Granolas,Abarrotes,Venta,KG
Item_4375,MODIFIED STARCH,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4376,MORINGA SEED,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_4377,YOYIS VEGETABLE OIL,1602,[M] Materiales,Abarrotes,Materiales,LT
Item_4378,PRICE BONUS,1906,No,Abarrotes,No,PZ
Item_4379,CHILE GUAJILLO MARTAJADO 25K,5003,Chiles M,Producción,IProceso,KG
Item_4380,COSTAL CHILES Granel 54X100 VAC,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_4381,ANTIFOG CLEAR STEEL LENSES,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4382,HALF FACE MASK,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4383,ORGANIC VAPOR CARTRIDGE,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4384,RUIMEX BANDS,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4385,PEPPERMINT,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4386,ORANGE LIQUID FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4387,CHERRY LIQUID FLAVOR,1507,[M] Sabores,Abarrotes,Materiales,KG
Item_4388,VIOLET COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_4389,ANTIOXIDANT,1503,[M] Aditivos,Abarrotes,Materiales,KG
Item_4390,JP-100 SYSTEM,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4391,ESCUINAPA SHRIMP 40 GRAMS,7002,Camaron,Productos del Mar,Venta,KG
Item_4392,SHOE GO WELL,1904,[M] Uniformes,Abarrotes,Materiales,PZ
Item_4393,SALSA MAYAKUT 105ML C/24PZ,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_4394,EMPTY AEROSOL CONTAINER,1604,[M] Empaques,Abarrotes,Empaques,PZ
Item_4395,GOMA ENCHILADA CHAMOY 10K,5030,Dulces,Producción,Procesadora,KG
Item_4396,GOLDEN GRANOLA 800GMS C/20PZ,1203,Granolas,Abarrotes,Venta,PZ
Item_4397,WHOLE SNOAT FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4398,SUPER BERROGATA FISH,7004,Pescado,Productos del Mar,Venta,KG
Item_4399,TARTATIC ACID,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4400,HEADLESS CAMPECHE SHRIMP,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_4401,BIG ESCU SHRIMP WITHOUT HEAD,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_4402,DUST LENS,1602,[M] Materiales,Abarrotes,Materiales,PZ
Item_4403,SAZONADOR HOT NUTS,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4404,SEAB LOMO,7004,Pescado,Productos del Mar,Venta,KG
Item_4405,GRAPE SEED AEROSOL OIL 140m,1101,Aceite PU,Abarrotes,Venta,PZ
Item_4406,AVOCADO AEROSOL OIL 140ml,1102,Aceite Aguacate,Abarrotes,Venta,PZ
Item_4407,BULK AVOCADO OIL,1102,Aceite Aguacate,Abarrotes,Venta,LT
Item_4408,SELLA COLORS,1602,[M] Materiales,Abarrotes,Materiales,LT
Item_4409,MINERAL OIL,1602,[M] Materiales,Abarrotes,Materiales,GAL
Item_4410,BLUEBERRY W/LIGHT CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_4411,GOMA DE ROMPOPE 10K,5030,Dulces,Producción,Procesadora,KG
Item_4412,"COCONUT SUGAR GUM 
",5030,Dulces,Producción,Procesadora,KG
Item_4413,"STRAWBERRY SUGAR GUM
",5030,Dulces,Producción,Procesadora,KG
Item_4414,"BIG ENCHILADA GUM
",5030,Dulces,Producción,Procesadora,KG
Item_4415,BIG COLOR RUBBER,5030,Dulces,Producción,Procesadora,KG
Item_4416,"BIG FRUIT SUGAR GUM
",5030,Dulces,Producción,Procesadora,KG
Item_4417,FLAKE WITH LIGHT CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_4418,A NATURAL DISTRICT,1602,[M] Materiales,Abarrotes,Materiales,KG
Item_4419,GRAPE SEED LABEL 500ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4420,WALNUT SHELL ONLY SHELL,1602,[M] Materiales,Abarrotes,Procesadora,KG
Item_4421,CINTILLO PEPITA GRAPE 500ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4422,GRAPE SEED LABEL 250ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4423,AVOCADO LABEL 250ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4424,AVOCADO LABEL 500ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4425,CINTILLO AGUACATE 500ML,1608,[M] Etiquetas,Abarrotes,Materiales,PZ
Item_4426,CINTILLO PEPITA GRAPE 250ML,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_4427,CINTILLO AGUACATE 250ML,1608,[M] Etiquetas,Abarrotes,Materiales,PZ
Item_4428,COTTON ROBE,1904,[M] Uniformes,Abarrotes,Gasto,PZ
Item_4429,SALTED TOASTED ALMOND,5031,Botanas,Producción,Procesadora,KG
Item_4430,CRIMSOM JUMBO 10K CHILEAN RAISIN,4007,Pasas,Frutas Secas,Venta,KG
